"post_date","job_title","online","description","salary","city","business_name","company_url"
"12d","Academic Tutor","No","Australian Direct Tutoring is looking for organized and approachable tutors in a range of subject areas including the core subjects, English, Maths, Sciences, and Humanities. We open arms we welcome Registered Teachers, TraineeTeachers specializing in primary & secondary school education. Staff will be required to tutor outside of school hours, travel around 15+ minutes to the client's home or a library location and are available to tutor at least 5 hours each week.We work around our tutor’s availability, meaning, that you can work around your personal, study or other commitments.If you are a current QCT registered teacher, trainee, graduate, or a university student we encourage you to apply.Due to a large pool of applications only short-listed candidates will be invited to a 15 Minute Phone Interview.Australian Direct Tutoring will help to obtain a BlueCard, if you already haven’t got one.Subject RequirementsAn ideal candidate should have above satisfactory knowledge on the following subjects:English (Primary & Secondary)Mathematics (Primary & Secondary)Science (Primary & Secondary) (Preferred)As a Team MemberYou will use your professional skill to provide tutoring services to a diverse range of students in their homes, a library, or other suitable location.You will work with parents, other agencies, and Effective Tutoring to schedule lessons, formulate plans & strategies for students based on their needs and report progress.You will work mainly outside school hours, including evenings, weekends & school holiday periods.You will need to be willing and able to travel to provide tutoring sessions.You should be able to commit to a minimum of 5 hours per week if required.Be active in promoting the business.Team BenefitsYou will enjoy flexible working hours and conditions that fit with your current teaching, study, and family commitments.You will have the opportunity to gain and enhance your teaching skills.You will enjoy a progressive, supportive work environment.Your opportunityAs the Tutor you will contribute to the provision of a quality educational service by assisting and supporting students with the enhancement of learning.The Tutor reports to the Principal or nominated delegate as appropriate. The reporting relationship between the trainer and DOE teachers may be changed by the Principal on a regular basis to fulfil specific needs within the child’s school.Your roleAs the Academic Tutor you will have responsibility for the following:Communicating effectively and displaying high level of interpersonal skills to function as an effective team member.Maintaining anecdotal records on students for use in reviewing student’s development.Displaying respect and empathy for students with high level needs.Displaying confidentiality, tact, reliability and sensitively to students and their families.Assisting students to complete set activities given from school, e.g., Homework, Assessment, general skills.Assisting senior students with career development and redirecting as appropriate. .Maintaining student progression and performing checksCommunicating with parents with further learning options and advices that will benefit students.Working with students with learning and physical disabilities.Listening to students’ reading.Reading aloud and storytelling.Help student to build self-confidence and MotivationCompleting end of term reportsSupporting students with mental health and general attributes.Self-Designing teaching resources that would suit individual student, based on their level.Assisting students to find reference materials.Working under the direction of admin and parents for In-Home TutoringSpecific Literacy and Numeracy duties may include: o working with small groups as well as individual students o use of computers when working with students.Job Types: Part-time, Subcontract, ContractContract length: 12 monthsPay: $27.28 – $46.98 per hourBenefits:Gym membershipProfessional development assistanceSchedule:Every weekendMonday to FridayPublic holidaysShift workWeekend availabilitySupplemental pay types:BonusPerformance bonusExperience:Teaching: 1 year (Preferred)Licence/Certification:Working with Children Check (Preferred)Driver Licence (Preferred)Work Authorisation:Australia (Preferred)Work Location: In person","$27.28 - $46.98 Per hour (Employer Est.)","Donnybrook","Australian Direct Tutoring","https://www.glassdoor.com.au/Overview/Working-at-Australian-Direct-Tutoring-EI_IE3724164.11,37.htm"
"6d","Childcare Educator - Certificate III Qualified","No","Come and join a great team culture where you play an integral role in shaping how we influence the lives of children at our Taylor ELC in Taylor ACT!We are currently seeking Cert III Educators who are passionate about early childhood education and care.Responsibilities:Create a warm, welcoming, and secure environment for childrenDevelop and implement age-appropriate educational programs and activitiesObserve and monitor children's growth, behavior, and developmentCollaborate with colleagues to plan and evaluate curriculumFoster positive relationships with children, families, and staffEnsure compliance with relevant regulations and policiesMaintain accurate documentation and recordsRequirements:Certificate III in Early Childhood Education and Care (or Working towards)Current First Aid and CPR certification (or willingness to obtain)Working with Children Check (or willingness to obtain)Strong understanding of the Early Years Learning Framework (EYLF) and National Quality Standards (NQS)Excellent communication and interpersonal skillsAbility to work effectively in a team environmentPositive attitude and genuine passion for working with childrenWhat we offer:Career ProgressionA supportive and collaborative work environmentOngoing professional development and training opportunitiesGenerous Staff discountReferral Bonus SchemeLongevity PayWellbeing & Wellness LeaveHighly Above Award WagesPaid OvertimeIf you are a dedicated and caring individual with a genuine love for early childhood education, we would love to hear from you! Join us on this exciting journey of providing quality care and education to the children.To apply, please click and apply with your resume today!Job Type: Full-timeBenefits:Employee discountSchedule:8 hour shiftMonday to FridaySupplemental pay types:Overtime payAbility to commute/relocate:Taylor, ACT 2913: Reliably commute or planning to relocate before starting work (Required)Application Question(s):Are you able to work 37.5 hours per week from Monday to Friday?Education:Certificate I - IV (Required)Work Authorisation:Australia (Required)Work Location: In person","","Australia","Taylor ELC",""
"26d","Early Childhood Educator","No","Do you have a Cert III in Childrens Services, or studying towards? Are you wanting to work with a small, family orientated Long Day Care Centre? Are you self motivated, and able to work as part of a team? Do you have Working with Children Check, and first aid qualifications? Come and see us!!!Job Type: PermanentPay: $21.54 – $30.00 per hourSchedule:Day shiftAbility to commute/relocate:TAMWORTH, NSW 2340: Reliably commute or planning to relocate before starting work (Required)Work Authorisation:Australia (Required)Work Location: In person","$21.54 - $30.00 Per hour (Employer Est.)","Tamworth","Centrepoint Childcare Centre","https://www.glassdoor.com.au/Overview/Working-at-Centrepoint-Childcare-Centre-and-Early-Learning-EI_IE3813012.11,58.htm"
"6d","Teacher of Horticulture/Landscape Construction/Parks and Gardens","No","TAFE NSW - Life Changing Purpose

Teacher of Horticulture/Landscape Construction/Parks and Gardens
Wollongbar Campus

Casual

$87.70 an hour

At TAFE NSW, we are dedicated to life-changing impact.

That’s why we offer world-class training and education that delivers the skills needed for the jobs of today and tomorrow.

Life-changing impact starts with an incredible team that sees their career as an opportunity to transform someone’s world. Whether that’s inspiring students, supporting each other, or helping our communities and industries flourish.

We live by TAFE NSW values: Customer First, Integrity, Collaboration, and Excellence. They define who we are, how we work and inspire our performance.

We invest in our people

At TAFE NSW, you will discover a diverse, dynamic, and collaborative environment, where you can innovate, create value, and do meaningful work.

We provide you with tools and ongoing training and professional development, health and wellbeing programs, and depending on your role, a variety of flexible working options.

About the role

We’re seeking world-class educators to inspire the next generation of Horticulture/Landscape Construction/Parks and Gardens students!

Share your skills and passion for your industry, build the skills, qualifications, and employability, and support the career goals of our students.

In the role you will have sound and up-to-date knowledge of your subject areas, reflecting current industry practice to construct and guide the educative process. You will deliver face-to-face and facilitate practical learning. To achieve learner outcomes that match evolving industries, we need people with the right skills and expertise. We value our people, and recognise them for their industry-aligned capabilities, and they are empowered to thrive in an evolving environment.

About You

Hold appropriate subject knowledge, skills and a minimum:
Certificate III in Horticulture or equivalent or higher qualification; OR
Certificate III in Landscape Construction or equivalent or higher qualification; OR
Certificate III in Parks & Gardens or equivalent or higher qualification.
Have a minimum of three years post-qualification experience in industry relevant to your qualifications, gained no longer than five years previously.
Hold TAE40122 Certificate IV in Training and Assessment or equivalent.
Be prepared to continue to develop their Vocational Education and Training (VET) knowledge and skills as well as their industry currency and trainer/assessor competence.

To find out more about the role, click to view the Position Description.

Our commitment to Diversity, Equality, and Inclusion

We are committed to creating a culturally safe and accessible workplace where dignity, trust, respect, and the promotion of diversity and inclusion are valued, so you can safely bring your whole self to work and connect with your community through our many diverse employee networks.

If you require an adjustment in the recruitment process, please let your Talent Acquisition Advisor know.

Together we can change lives! Apply now!
Applications close 11.55pm AEST Sunday 16 June 2024

To apply for this role, click on 'apply now' and provide:

Cover Letter (maximum 1 page, PDF)
Your current resume (PDF)
Certified copies of your qualifications (1 PDF)

Don’t have a TAE qualification but are interested in becoming a TAFE NSW Teacher and inspiring the next generation of students? Ask your Talent Acquisition Advisor how you can become a TAFE Teacher or register your interest here.

General recruitment and adjustment enquiries: contact Paula Zacharakis, Talent Acquisition Advisor, paula.zacharakis@tafensw.edu.au, 7921 6383

Role-specific enquiries: Robert Davies, Head Teacher, robert.davies32@tafensw.edu.au, 0493 625 599

For helpful insights into preparing your application, TAFE NSW’s recruitment process, and getting interview ready, read through our Application Process

This is a child-related position. A Working with Children Check is a prerequisite for anyone in child-related work. It involves a national criminal history check and review of findings of workplace misconduct.

To be eligible for positions at TAFE NSW, you need to be an Australian Citizen or Permanent Resident of Australia or a New Zealand citizen with a current New Zealand passport.

A suitability list, valid for 36 months, may be created for this position, and position(s) of the same classification that subsequently becomes vacant, may be filled via this recruitment.","$87.70 Per hour (Employer Est.)","Wollongbar","TAFE NSW","https://www.glassdoor.com.au/Overview/Working-at-TAFE-NSW-EI_IE494783.11,19.htm"
"24d","Early Childhood Teacher/ Diploma Room Leader","No","Lead the 2-3 years or OSHC roomDeveloping a child lead curriculumSupervise assistant educatorsMentor educators with trainingResponsible personMaintain a high level of supervisionComply with regulations in regard to ratio, WHS and daily checklistsA good ability to communicate with centre manager, families and staffJob Type: Full-timePay: $35.00 – $45.00 per hourExpected hours: 38 per weekBenefits:Childcare assistanceExtended annual leaveHousing allowanceHousing providedTravel reimbursementSupplemental pay types:Overtime payExperience:Early childhood education: 1 year (Preferred)Work Location: In personExpected Start Date: 25/06/2024","$35.00 - $45.00 Per hour (Employer Est.)","Halls Creek","Little Nuggets Early Learning Centre",""
"30d+","Maths/Science Tutors: Y7-10 General Science | Y5-10 Maths |","No","Experienced High School Maths/Science Teachers and Tutors Wanted!SACE Biology | SACE Chemistry | SACE Physics | General Science | MathsExperience | Qualifications | PassionThe Opportunity:Tutors SA is the leading tutoring institutes in Adelaide. We are looking for highly experienced and motivated tutors and teachers to join our highly regarded team immediately at our Campbelltown and Mitcham centres!Do you have current tutoring/teaching experience in Australia, in line with the Australian Maths and/or Science curriculum for Year 5 – Year 7 students, and SACE curriculum for Year 11 - Year 12 students, and looking for ongoing part time work between 3 – 20 hours a week? Then this may be for you.Who We Are?Tutors SA (http://tutorssa.com.au/) is the leading tutoring institute in South Australia established since 2013, teaching and mentoring students from Reception - School Years 12 (primary, middle, high, SACE/IB), and tertiary students. Our strong team involves more than 40 highly passionate, qualified and experienced teaching staff from various fields. We offer a great teaching and learning environment with a brand new, purpose-built education facility strategically located at Campbelltown in the eastern suburbs of Adelaide. In addition, our second centre located in Mitcham at the southern suburbs of Adelaide offers an excellent school learning environment.Tutors SA is specialised in providing successful small group class tuition in a unique manner and has developed a reputation for improving core skills of our students with their long-term goals in mind for a sustainable growth. We also provide individual tuition support when required. As a new initiative, we are also focused on enhancing students’ interest in Science, Technology, Engineering and Mathematics (STEM) related subjects as well as the UCAT entry exams.Classes and Subjects: We are looking for experienced and qualified tutors and teachers for following subjects and classes:* School years 7, 8, 9, 10 - General Science, Extension Classes* School years 5, 6, 7, 8, 9, 10 - Maths, Extension Classes* School years 11, 12 (SACE) – Chemistry, Biology, Physics* School years 11, 12 (IB) – Chemistry, Biology, Physics.In general, classes are held on a weekly basis, in line with our centre's timetable.Who we are after?We are looking for applicants who possess a minimum of 1-year proven tutoring and teaching experience with a high level of motivation and commitment to students’ academic progress. Applicants must be reliable and available to conduct classes on a weekly basis.We are looking for:* A qualified teacher or an experienced professional (with qualifications in other areas) who has a passion for teaching, tutoring and mentoring students or,* A high achieving University student with SACE ATAR of 90.00 and above.* Exceptional all-rounded communication skills.* Adaptable to changing student learning requirements.Desirable* Experience in the Australian curriculum (ACARA) and SACE and/or IB curriculums* Experience working with students in a multicultural setting* Higher degree qualifications or PhD (in fields of Science, Engineering, Mathematics, or related fields) with research expertise and/or industry exposure.Applicants must have a valid Working With Children Check (WWCC) or must be willing to apply for one.Why join Tutors SA?* We are the leading private tuition institute in Adelaide* We value our tutors’ contribution, and we pay great rates based on the tutors’ qualification and experience.* A growing company well-known for its explicit teaching methodology, guiding students to achieve their full learning potential* An opportunity to be part of a friendly, professional, and diversified teamHow to apply: Interested applicants are required to apply through the Tutors SA website at https://tutorssa.com.au/become-a-teacher/.For any questions about the role, please contact the Operations Coordinator, Katy, at08 8166 7579, or email at Info@TutorsSA.com.au .Job Types: Part-time, Subcontract, CasualPay: $30.00 – $70.00 per hourBenefits:Professional development assistanceSchedule:Fixed shiftMonday to FridayWeekend availabilitySupplemental pay types:Performance bonusExperience:teaching and/or tutoring: 2 years (Required)Work Location: In person","$30.00 - $70.00 Per hour (Employer Est.)","Campbelltown","Tutors SA",""
"1d","Temporary Full-Time Learning Support Teacher (Maternity Leave) – commencing 18 June to 30 January 2025","No","Job no: 506677

Work type: temporary full-time

Location: St John Paul II Catholic College - Schofields

Categories: Teaching

Exciting opportunity for an enthusiastic Learning Support Teacher
Employment Status: Temporary Full Time (Maternity Leave replacement)
NESA accreditation required or in progress
Demonstrated experience in working with students requiring high support
Join a forward-thinking and nurturing school community

St John Paul II Catholic College is a co-educational high school that offers students the chance to belong to a dynamic learning community that values the achievements of every individual. We are proudly Catholic in our faith and tradition, our learning and teaching, and our desire to develop young people of strength, gentleness, and compassion

The College is a dual campus, with campuses at Schofields and Nirimba Education Precinct. The College begins at 8 am and concludes at 2:15 pm. For further details visit: http://www.stjohnpaul2.catholic.edu.au/

We are part of Catholic Schools Parramatta Diocese (CSPD), a system of schools committed to responding to the needs of students in a world that is changing rapidly. With over 5000 passionate employees located across 83 primary and secondary schools, we have the intent and the resources to transform the learning and unlock the full potential of each of our 40,000 plus students. We are always on the lookout for top talent to help us achieve our strategic goal of inspiring the future, through quality catholic schooling and by strengthening the professional lives of our employees.

About the opportunity:

St. John Paul II is actively seeking an enthusiastic and dynamic Learning Support Teacher to become a valuable part of our team in a full-time permanent role starting in Term 1, 2024. We welcome applications from qualified teachers with a proven ability to effectively support and elevate the educational achievements of students with additional learning needs.

Specifically, you will:

Structure lessons to meet the physical, social and intellectual development and characteristics of your students
Create and maintain a safe, inclusive and challenging learning environment and implement fair and equitable behaviour management plans
Work collaboratively to develop and implement programs for diverse learning needs
Develop personalised learning plans for vulnerable students.
Identify, monitor and record the progress of vulnerable students.
Diagnose learning challenges and develop strategies to enable effective learning
Provide an extensive pedagogical knowledge base and understanding of how the identified subject areas are learned, what affects students’ opportunities to learn the subject matter and how the learning and teaching of the subject matter can be enhanced.
Work creatively and constructively within a range of stakeholders to set achievable goals for students.
Model inclusive teaching practices
Assist with the delivery of professional learning opportunities for all staff
Perform specific tasks as directed by the Principal or delegate.

Applicants are requested to submit a comprehensive application, which should include a cover letter addressing the position criteria, transcripts of qualifications, professional experience reports (if applicable), and the names of three professional referees. One of these referees should be your current Principal.

About you:

To be successful in this highly rewarding role you will demonstrate alignment to the core purpose and values of St John Paul II Catholic College along with:

Tertiary Qualification in Education
Statements of Service
Experience working with students of high support needs
Compliance with NSW Child Protection Legislation - Working with Children Check clearance
NESA Accreditation
Effective interpersonal skills and collaborative teamwork. •
High quality classroom teaching skills teaching skills that empower students with a diverse range of needs to reach their full potential.

In Return

Be a part of the NSW & ACT Catholic Systemic Schools enterprise agreement 2020
Salary sacrifice for eligible employees
Flexible working arrangements
Opportunities for professional and personal development

Apply today!

If you are passionate about making a positive impact and aspire to be part of a diverse organization dedicated to transforming lives through faith-based education, simply click on the APPLY button. To complete your application, ensure you have classification with CEDP by clicking here

This position involves working with children. The appointment of successful applicants will be subject to satisfactory employment screening for child-related employment including the retention of a valid Working with Children Check and adoption and compliance with CEDP’s Child Safeguarding Procedures and Code of Conduct When Working With Students and Children. For more information, click here.

CEDP promotes the safety and wellbeing of Aboriginal and Torres Strait Islander children, and children from culturally and/or linguistically diverse backgrounds. We encourage applications from Aboriginal and Torres Strait Islander peoples, as well as people from culturally and/or linguistically diverse background.

Advertised: 04 Jun 2024 09:06 AUS Eastern Standard Time
Applications close: 05 Jul 2024 11:07 AUS Eastern Standard Time","","Schofields","Catholic Education Diocese of Parramatta","https://www.glassdoor.com.au/Overview/Working-at-Catholic-Education-Diocese-Parramatta-EI_IE1178203.11,48.htm"
"30d+","Early Childhood Teacher (ECT)","No","About You

Genuine warmth, care and passion for children
At least 3 years experience working with children
Clear desire to positively shape future generations
Excellent communication skills – both written and verbal
Ability to build respectful and reciprocal relationships with children and families
Supportive team member that works to high standards and takes initiative
An Early Childhood Teaching Degree (ECT)
A strong understanding of the National Quality Framework, including government regulations, the National Quality Standard and the Early Years Learning Framework.
Experience in developing and implementing programmes that are interest- based, reflective of diversity and contribute to positive behaviour management and guidance techniques and strategies for children
Strong experience in documentation, including regular observations and children’s portfolios is highly regarded
Ongoing desire for development and growth. Driving continuous improvement of the Centre.
A professional and ethical approach to all aspects of work
Current Working With Children Check
Current First Aid, Asthma and Anaphylaxis training
Fully Vaccinated against Covid 19


What we offer you

A great team and a fulfilling environment where you can make a difference
Great learning opportunities at a centre rated Exceeding in all 7 quality areas
Above award wages
Above ratio staff resourcing and support
An opportunity to grow your career with educational assistance and support
Career progression and development opportunities
Genuine warmth, care and support
Lots of fun, including celebrating successes via gift vouchers and recognition rewards
Regular social events to enjoy
Discounted childcare
An extra day off on your Anniversaries
Referral bonuses for referring educators or families
What positions are available at Little Kingdom Childcare?
Why work with Little Kingdom Childcare?
What is the culture like within your Childcare Centre?","$54K - $74K (Glassdoor Est.)","The Rocks","Little Kingdom Childcare","https://www.glassdoor.com.au/Overview/Working-at-Little-Kingdom-Childcare-EI_IE7729625.11,35.htm"
"1d","Year 4 Teaching Position (Full-Time)","No","Providence Christian College is a co-educational, non-denominational K-12 College with around 1050 students in Southern River, WA.

Providence Christian College has a friendly, professional team of staff who provide a supportive work culture and a positive and inspiring work environment. We are passionate about helping students achieve their goals, using their God-given talents to the best of their ability through quality education and practical learning. Strong trust relationships between teachers and students form the foundations for outstanding teaching and learning. We are currently seeking expressions of interest for the following full-time position:

Year 4 Full-time Teaching Position to commence on 15th July 2024

The successful applicant will:

Have relevant teaching qualifications and experience, be approachable, and relate well to students, parents and fellow staff members.
Have a thorough knowledge of the Western Australian Curriculum.
Have experience working within a Google Chrome environment.

Essential Knowledge and Experience: You will have:

An active Christian Faith
Exemplary teaching practice, with proven classroom management practice.
Comprehensive knowledge of current educational needs and achievement standards.
Demonstrated ability to address students’ varying intellectual, emotional and physical abilities in teaching practice and pedagogy.
Excellent communication and interpersonal skills, including team building and mentoring skills.
A commitment to go the extra mile to ensure that your students are always well-provided for.

Desired Knowledge and Experience:

Experience with the Google Suite
First Aid certified

Personal Qualities:

You are passionate about living out your Christian faith and you are prepared to model, uphold, and support the Ethos of the College and its Core Values.
You are deeply relational, friendly and open.
You are passionate about children and effective education.
You have excellent communication skills, both written and verbal, that can be used effectively with staff, students and parents.
You can demonstrate effective planning, organisational and time-management skills.

Qualifications:

Relevant tertiary qualifications and experience related to the teaching responsibility required by the position.
Current Western Australia Australian Teachers Registration Board Certificate of Registration (TRBWA).
Current Working With Children Card.
Current Police Clearance
You must have the right to live and work in Australia (VEVO checks will be conducted to confirm your eligibility to work in Australia).

Excited by the possibilities? Fill out an application form today!

Applications must be submitted on the College Application Form, which can be accessed on our website or by clicking on the following link: Employment Form

Additional Requirements:

The successful applicant will be expected to complete the National Principals Child Safe Modules if not already completed

Applications close at 4.00 pm on Wednesday, 12 June, 2024

Further information about the College can be accessed on the College website www.providence.wa.edu.au","","Australia","Providence Christian College","https://www.glassdoor.com.au/Overview/Working-at-Providence-Christian-College-EI_IE1593281.11,39.htm"
"30d+","Early Childhood Teacher / ECT","No","Reggio Emilia inspired philosophy
Full-Time rotating shift

Centre built in 2005 with 100% quality profile in all accreditations. A new purpose built long day care centre set in semi rural land in Horsley Park, Horsley Park is a quiet country feel community with nature parks, and local businesses within walking distance. This well appointed centre offers a warm, safe and secure environment and includes; high security, air-conditioning, large open rooms and excellent resources

Reggio Emilia inspired philosophy incorporating emergent curriculum and the Early Years Learning Framework. You will be responsible for programming, conducting observations, writing portfolios, and all day to day tasks.

Horsley Kids is a high quality centre, the successful candidate must have strong written and oral communication skills to maintain the standards of the centre. A commitment to working within a team and with children & families are essential.

You will need to display professionalism, strong organisational skills, sensitivity & tact, and be able to work with minimal supervision.

To be considered for this role applicants’ must hold a Bachelor of Teaching (Early Childhood) or Bachelor of Education (Early Childhood). If you are a new graduate looking for a nurturing environment to begin your career or an experienced Early childhood teacher looking to try a new challenge then this could be the role for you. We are looking for a shining star that has the strength to lead, motivate and manage staff within their role. Potential room leader role pending experience.

Own transport is required as there is no public transport available.

All submissions will need to include a detailed cover letter

Please Note: Only successful applicants will be contacted for an interview and previous applicants need not apply","","Australia","Horsley Kids","https://www.glassdoor.com.au/Overview/Working-at-Horsley-Kids-EI_IE3637388.11,23.htm"
"7d","Art Teacher (Classroom Teacher)","No","Job Description
Location: North West Region | Echuca
Job type: Part time / From 15/07/2024 - 09/01/2025
Organisation: Schools (Government)
Salary: Salary not specified
Occupation: Teacher
Reference: 1417965
Selection Criteria
SC1 Demonstrated knowledge of the relevant curriculum, including the ability to incorporate the teaching of art skills. Demonstrated experience in responding to student learning needs.
SC2 Demonstrated experience in planning for and implementing high impact teaching strategies, guided by how students learn, and evaluating the impact of learning and teaching programs on student learning growth.
SC3 Demonstrated experience in monitoring and assessing student learning. Demonstrated experience in using data to inform teaching practice and providing feedback on student learning growth and achievement to students and parents.
SC4 Demonstrated interpersonal and communication skills. Demonstrated experience in establishing and maintaining collaborative relationships with students, parents, colleagues and the broader school community to support student learning, agency, wellbeing and engagement.
SC5 Demonstrated behaviours and attitudes consistent with Department values. Demonstrated experience in reflecting upon practice and engaging in professional learning to continually improve the quality of teaching.
Role
The classroom teacher classification comprises two salary ranges- range 1 and range 2. The primary focus of the classroom teacher is on the planning, preparation and teaching of programs to achieve specific student outcomes. The classroom teacher engages in critical reflection and inquiry in order to improve knowledge and skills to effectively engage students and improve their learning.
As the classroom teacher gains experience his or her contribution to the school program beyond the classroom increases. All classroom teachers may be required to undertake other duties in addition to their rostered teaching duties provided the responsibility is appropriate to the salary range, qualifications, training and experience of the teacher.
Classroom teacher Range 2
Range 2 classroom teachers play a significant role in assisting the school to improve student performance and educational outcomes determined by the school strategic plan and state-wide priorities and contributing to the development and implementation of school policies and priorities.
A critical component of this work will focus on increasing the knowledge base of staff within their school about student learning and high quality instruction to assist their school to define quality teacher practice.
Range 2 classroom teachers will be expected to:
Have the content knowledge and pedagogical practice to meet the diverse needs of all studentsModel exemplary classroom practice and mentor/coach other teachers in the school to engage in critical reflection of their practice and to support staff to expand their capacityProvide expert advice about the content, processes and strategies that will shape individual and school professional learningSupervise and train one or more student teachersAssist staff to use student data to inform teaching approaches that enable targets related to improving student learning outcomes to be achieved.
Classroom teacher Range 1
The primary focus of the range 1 classroom teacher is on further developing skills and competencies to become an effective classroom practitioner with structured support and guidance from teachers at higher levels and the planning, preparation and teaching of programs to achieve specific student outcomes. These teachers teach a range of students/classes and are accountable for the effective delivery of their programs. Range 1 classroom teachers are skilled teachers who operate under general direction within clear guidelines following established work practices and documented priorities and may have responsibility for the supervision and training of one or more student teachers.
At range 1, teachers participate in the development of school policies and programs and assist in the implementation of school priorities.
The focus of a range 1 classroom teacher is on classroom management, subject content and teaching practice. New entrants to the teaching profession in their initial teaching years receive structured support, mentoring and guidance from teachers at higher levels.
Under guidance, new entrants to the teaching profession will plan and teach student groups in one or more subjects and are expected to participate in induction programs and other professional learning activities that are designed to ensure the integration of curriculum, assessment and pedagogy across the school.
Teachers at range 1 are responsible for teaching their own classes and may also assist and participate in policy development, project teams and the organisation of co-curricula activities.
Responsibilities
The role of classroom teacher may include but is not limited to:
Direct teaching of groups of students and individual students;
Contributing to the development, implementation and evaluation of a curriculum area or other curriculum program within the school;
Undertaking other classroom teaching related and organisational duties as determined by the School Principal;
Participating in activities such as parent/teacher meetings; staff meetings; camps and excursions;
Undertaking other non-teaching supervisory duties.
Who May Apply
Teachers currently registered or eligible for registration with the Victorian Institute of Teaching and qualified to teach and/or have demonstrated experience in the curriculum area(s) specified for the position.
EEO AND OHS Commitment
Applicants seeking part-time employment are encouraged to apply for any teaching service position and, if they are the successful candidate, request a reduced time fraction. Such requests will be negotiated on a case-by-case basis and will be subject to the operational requirements of the school.
The Department of Education is committed to the principles of equal opportunity, and diversity and inclusion for all. We value diversity and inclusion in all forms - gender, religion, ethnicity, LGBTIQ+, disability and neurodiversity. Aboriginal and Torres Strait Islander candidates are strongly encouraged to apply for roles within the Department. The Department recognises that the provision of family friendly, supportive, safe and harassment free workplaces is essential to high performance and promotes flexible work, diversity and safety across all schools and Department workplaces. It is our policy to provide reasonable adjustments for persons with a disability (see Workplace adjustment guidelines).
Additional support and advice on the recruitment process is available to Aboriginal and/or Torres Strait Islanders from the Koorie Outcomes Division (KOD) via marrung@education.vic.gov.au
Child Safe Standards
Victorian government schools are child safe environments. Our schools actively promote the safety and wellbeing of all students, and all school staff are committed to protecting students from abuse or harm in the school environment, in accordance with their legal obligations including child safe standards. All schools have a Child Safety Code of Conduct consistent with the department's exemplar available at:
 https://www2.education.vic.gov.au/pal/child-safe-standards/policy
DE Values
The department's employees commit to upholding the department's Values: Responsiveness, Integrity, Impartiality, Accountability, Respect, Leadership and Human Rights. The department's Values complement each school's own values and underpin the behaviours the community expects of Victorian public sector employees, including those who work in Victorian Government Schools. Information on the department values is available at:
 https://www2.education.vic.gov.au/pal/values-department-vps-school-employees/overview
Conditions of Employment
All staff employed by the Department and schools have access to a broad range of employment conditions and working arrangements.
Appointment of successful applicants will be made subject to a satisfactory pre-employment conditions check.
A probationary period may apply during the first year of employment and induction and support programs provided.
Detailed information on all terms and conditions of employment is available on the Department's Human Resources website at http://www.education.vic.gov.au/hrweb/Pages/default.aspx
VIT LANTITE
To be eligible for employment, transfer or promotion in the principal or teacher class a person must have provisional or full registration from the Victorian Institute of Teaching. In addition, from 3 August 2020, to be eligible for employment in the principal class or teacher class, a person who graduated from a Victorian Initial Teacher Education program after 1 July 2016, must demonstrate that they have passed the literacy and numeracy test for initial teacher education (LANTITE) requirements. This condition is satisfied where the LANTITE requirement is part of the Victorian Initial Teacher Education program completed by the person.
Location Profile
Tongala Primary School is located in the centre of the rural town of Tongala, and close to the regional centres of Echuca and Kyabram, approximately 200 kilometres north of Melbourne. The school has a population of 140 students and maintains strong community links with various local groups in different ways. Tongala PS has Foundation, Grade 1/2, 2/3, 3/4 and 5/6 grades in team teaching situations. Teachers plan and teach in team situations across the units to cater for all students learning needs.
The incorporation of digital learning and technology is integrated across all learning areas through the use of Netbooks, iPads, computers and interactive whiteboards in all learning spaces. We moved into our new school at the beginning of 2013, which was a result of BER funding.
We believe in building strong home/school relationships to ensure we are working in partnership with families to promote connectedness with school and peers.
At Tongala Primary School we believe in providing a safe, friendly, inclusive and respectful learning environment for all our students. Our school values of Respect, Resilience and Responsibility are an integral part of all that we do. We believe that every child can succeed both academically and socially given the opportunity and support from those around them.
The expansive grounds, gardens and classrooms are well kept, and with a range of playing spaces.","$60K - $83K (Glassdoor Est.)","Echuca","Schools (Government)","https://www.glassdoor.com.au/Overview/Working-at-Department-of-Education-and-Early-Childhood-Development-Victoria-EI_IE657347.11,75.htm"
